scenario,algorithm,seed,num_devices,overall_sla_violation_count,overall_sla_violation_rate_pct,fairness_index,utility_score,mmtc_avg_latency_ms,mmtc_p95_latency_ms,mmtc_p99_latency_ms,mmtc_avg_throughput_mbps,mmtc_avg_packet_loss_pct,mmtc_sla_violation_rate_pct,mmtc_load_ratio,embb_avg_latency_ms,embb_p95_latency_ms,embb_p99_latency_ms,embb_avg_throughput_mbps,embb_avg_packet_loss_pct,embb_sla_violation_rate_pct,embb_load_ratio,urllc_avg_latency_ms,urllc_p95_latency_ms,urllc_p99_latency_ms,urllc_avg_throughput_mbps,urllc_avg_packet_loss_pct,urllc_sla_violation_rate_pct,urllc_load_ratio
video_heavy,dynamic,1,180,180,100.0,0.894,0.1813,271.114,286.023,286.15,1.909,6.236,100.0,1.94,124.364,140.837,141.068,6.258,4.805,100.0,2.284,26.945,35.355,37.199,3.853,0.76,100.0,2.313
video_heavy,dynamic,2,180,180,100.0,0.869,0.1772,289.204,306.328,306.688,1.913,6.719,100.0,2.048,136.433,152.654,153.123,6.279,5.372,100.0,2.436,30.542,38.452,39.605,4.294,0.866,100.0,2.457
video_heavy,dynamic,3,180,180,100.0,0.8907,0.1851,269.293,285.43,285.791,2.17,6.18,100.0,1.939,127.536,143.415,143.629,5.978,4.946,100.0,2.318,29.422,37.008,37.815,4.379,0.833,100.0,2.364
video_heavy,dynamic,4,180,180,100.0,0.8765,0.1796,284.729,301.577,301.825,1.948,6.61,100.0,2.024,133.611,149.091,150.286,6.422,5.213,100.0,2.402,30.301,38.281,39.4,4.123,0.868,100.0,2.456
video_heavy,dynamic,5,180,180,100.0,0.8974,0.1905,260.796,278.554,278.795,2.274,5.901,100.0,1.903,117.415,139.674,140.46,5.699,4.41,100.0,2.271,27.206,36.422,36.876,4.723,0.759,100.0,2.304
video_heavy,dynamic,6,180,180,100.0,0.8532,0.1732,298.326,315.839,315.994,1.718,6.992,100.0,2.098,139.72,156.381,156.885,6.339,5.496,100.0,2.484,30.406,38.353,40.0,4.182,0.86,100.0,2.512
video_heavy,dynamic,7,180,180,100.0,0.8842,0.2023,241.193,259.328,259.64,2.085,5.345,100.0,1.801,118.068,131.07,131.449,8.063,4.539,100.0,2.156,24.706,31.959,32.258,4.068,0.662,100.0,2.164
video_heavy,dynamic,8,180,180,100.0,0.8702,0.1778,286.937,305.915,306.245,1.892,6.645,100.0,2.046,136.762,152.128,152.301,6.439,5.391,100.0,2.426,31.51,39.277,39.826,4.099,0.909,100.0,2.464
video_heavy,dynamic,9,180,180,100.0,0.8883,0.1892,253.233,269.657,269.992,1.917,5.701,100.0,1.855,114.28,133.181,134.06,6.27,4.282,100.0,2.188,25.975,33.919,35.196,4.987,0.682,100.0,2.227
video_heavy,dynamic,10,180,180,100.0,0.8078,0.1752,323.536,344.937,345.149,1.667,7.681,100.0,2.253,148.476,168.788,169.645,6.55,5.868,100.0,2.656,33.201,42.303,44.106,4.012,0.952,100.0,2.729
video_heavy,dynamic,11,180,180,100.0,0.8939,0.1952,260.515,276.281,276.304,2.443,5.911,100.0,1.889,127.096,141.321,141.642,6.432,4.939,100.0,2.287,26.949,34.441,35.71,3.475,0.753,100.0,2.313
video_heavy,dynamic,12,180,180,100.0,0.8901,0.204,248.665,265.644,265.904,2.465,5.559,100.0,1.833,119.533,134.205,134.796,7.239,4.567,100.0,2.194,25.836,33.422,34.954,3.885,0.696,100.0,2.239
video_heavy,dynamic,13,180,180,100.0,0.8848,0.1875,273.089,292.833,293.176,2.348,6.257,100.0,1.978,132.281,148.636,149.241,6.006,5.166,100.0,2.386,29.316,38.214,38.778,4.462,0.806,100.0,2.417
video_heavy,dynamic,14,180,180,100.0,0.8918,0.1874,265.94,284.84,285.158,2.18,6.056,100.0,1.935,128.676,142.301,142.727,6.232,5.006,100.0,2.301,28.204,35.527,36.821,3.721,0.79,100.0,2.349
video_heavy,dynamic,15,180,180,100.0,0.8787,0.1857,277.087,296.358,296.633,2.164,6.348,100.0,1.997,134.414,149.025,150.051,6.475,5.264,100.0,2.407,29.522,38.605,39.066,4.17,0.817,100.0,2.453
video_heavy,dynamic,16,180,180,100.0,0.8768,0.1758,286.387,302.369,302.943,1.781,6.635,100.0,2.029,133.369,148.603,149.116,6.393,5.222,100.0,2.386,29.228,37.552,38.011,3.823,0.815,100.0,2.434
video_heavy,dynamic,17,180,180,100.0,0.8865,0.177,273.973,292.359,292.683,1.791,6.262,100.0,1.975,123.608,146.302,146.639,5.62,4.691,100.0,2.352,28.366,36.532,37.627,4.657,0.792,100.0,2.392
video_heavy,dynamic,18,180,180,100.0,0.8005,0.1693,334.07,361.018,361.143,1.564,7.933,100.0,2.336,156.075,175.355,176.433,6.529,6.242,100.0,2.746,36.047,44.321,46.251,4.355,1.039,100.0,2.794
video_heavy,dynamic,19,180,180,100.0,0.9022,0.1875,259.224,274.624,274.69,2.062,5.872,100.0,1.881,123.902,139.042,139.928,6.43,4.762,100.0,2.268,25.941,32.793,35.028,3.708,0.699,100.0,2.265
video_heavy,dynamic,20,180,180,100.0,0.8468,0.1728,299.834,320.204,320.511,1.686,7.013,100.0,2.123,140.256,158.014,158.398,5.903,5.52,100.0,2.507,31.209,40.521,41.131,4.074,0.877,100.0,2.561
video_heavy,dynamic,21,180,180,100.0,0.8931,0.1907,265.124,283.133,283.27,2.374,6.033,100.0,1.925,128.235,144.053,144.072,6.032,4.955,100.0,2.316,28.385,37.764,38.347,3.949,0.797,100.0,2.366
video_heavy,dynamic,22,180,180,100.0,0.8923,0.2024,247.596,264.516,264.682,2.462,5.533,100.0,1.827,119.852,134.178,134.606,6.953,4.594,100.0,2.195,25.911,33.957,34.982,3.857,0.716,100.0,2.231
video_heavy,dynamic,23,180,180,100.0,0.808,0.1703,320.905,343.762,344.047,1.479,7.59,100.0,2.246,151.248,169.571,169.711,6.757,6.026,100.0,2.656,33.302,43.334,44.363,4.02,0.949,100.0,2.715
video_heavy,dynamic,24,180,180,100.0,0.8965,0.1828,266.93,282.521,282.623,2.026,6.096,100.0,1.922,125.469,139.734,140.637,6.223,4.865,100.0,2.271,28.255,35.333,36.147,4.481,0.814,100.0,2.288
video_heavy,dynamic,25,180,180,100.0,0.8975,0.179,268.754,282.855,283.041,1.764,6.169,100.0,1.924,124.796,138.865,139.162,6.869,4.824,100.0,2.255,26.422,34.387,35.252,3.754,0.722,100.0,2.284
video_heavy,dynamic,26,180,180,100.0,0.8437,0.1712,304.334,325.076,325.683,1.583,7.147,100.0,2.15,140.616,157.239,157.942,6.566,5.513,100.0,2.51,30.921,38.715,40.186,3.861,0.861,100.0,2.543
video_heavy,dynamic,27,180,180,100.0,0.8359,0.1737,299.701,324.56,324.851,1.619,6.961,100.0,2.144,142.208,158.621,159.931,6.302,5.613,100.0,2.529,31.121,40.381,41.697,3.816,0.872,100.0,2.558
video_heavy,dynamic,28,180,180,100.0,0.8953,0.1905,250.013,269.062,269.315,2.01,5.585,100.0,1.852,124.197,136.93,137.057,6.581,4.834,100.0,2.223,26.615,34.493,35.536,3.55,0.736,100.0,2.257
video_heavy,dynamic,29,180,180,100.0,0.8925,0.1986,246.35,264.321,264.742,2.154,5.499,100.0,1.827,116.808,131.582,132.68,7.024,4.43,100.0,2.171,25.181,31.283,32.274,3.932,0.662,100.0,2.194
video_heavy,dynamic,30,180,180,100.0,0.8269,0.1713,310.943,331.197,331.723,1.595,7.333,100.0,2.181,145.024,161.936,162.525,6.184,5.739,100.0,2.564,32.842,42.658,43.038,4.15,0.941,100.0,2.621
emergency_burst,static,1,180,133,73.889,0.6968,0.2421,87.392,91.831,92.367,0.464,1.45,78.571,0.637,123.662,140.743,141.231,5.894,5.585,100.0,2.229,8.867,11.449,12.615,4.781,0.192,23.684,1.088
emergency_burst,static,2,180,133,73.889,0.6414,0.2882,86.727,92.648,92.801,0.51,1.415,76.289,0.646,95.633,106.257,106.868,11.444,4.087,100.0,1.787,9.587,11.414,12.344,4.923,0.214,40.0,1.111
emergency_burst,static,3,180,120,66.667,0.6814,0.2477,82.604,87.522,87.836,0.529,1.442,69.663,0.553,121.716,140.482,141.574,6.53,5.386,100.0,2.235,7.238,9.686,10.624,4.698,0.148,5.714,0.874
emergency_burst,static,4,180,141,78.333,0.654,0.2942,86.459,91.924,92.262,0.531,1.425,70.968,0.635,93.298,105.996,106.615,11.645,3.959,100.0,1.784,11.103,14.309,14.846,4.953,0.254,72.727,1.228
emergency_burst,static,5,180,106,58.889,0.6279,0.2926,81.415,87.233,87.413,0.505,1.414,62.637,0.543,96.707,111.521,111.886,10.991,4.104,100.0,1.85,8.095,9.593,10.868,4.777,0.133,4.762,0.989
emergency_burst,static,6,180,160,88.889,0.6459,0.2871,91.901,96.818,97.043,0.523,1.434,100.0,0.728,90.221,103.1,104.289,12.173,3.767,100.0,1.752,10.251,13.245,13.805,4.848,0.233,47.368,1.155
emergency_burst,static,7,180,107,59.444,0.6934,0.2542,84.148,90.897,91.291,0.465,1.391,56.989,0.615,119.786,135.721,136.929,7.17,5.362,100.0,2.169,8.458,11.289,11.63,4.875,0.152,10.811,1.025
emergency_burst,static,8,180,131,72.778,0.664,0.2307,84.633,90.433,90.703,0.528,1.411,63.38,0.606,151.057,169.854,169.996,6.388,7.059,100.0,2.592,9.826,11.352,11.599,4.541,0.226,47.727,1.149
emergency_burst,static,9,180,152,84.444,0.6371,0.2962,91.174,96.771,96.866,0.547,1.42,100.0,0.727,83.756,97.131,97.351,13.401,3.373,100.0,1.669,9.351,12.05,12.331,4.651,0.183,28.205,1.106
emergency_burst,static,10,180,134,74.444,0.6911,0.2409,88.859,94.339,94.464,0.5,1.434,83.871,0.68,123.739,140.526,142.624,6.294,5.543,100.0,2.248,8.206,10.157,10.989,4.747,0.162,6.061,0.992
emergency_burst,static,11,180,112,62.222,0.6484,0.2783,81.79,87.773,87.908,0.57,1.415,64.045,0.552,105.404,117.587,117.791,9.365,4.619,100.0,1.924,7.855,9.933,10.86,5.406,0.139,5.263,0.995
emergency_burst,static,12,180,120,66.667,0.6948,0.2513,80.008,85.314,85.553,0.497,1.42,67.416,0.504,120.447,136.784,137.088,6.606,5.381,100.0,2.175,8.127,9.831,10.766,6.048,0.137,6.061,0.945
emergency_burst,static,13,180,104,57.778,0.612,0.3108,80.387,86.273,86.664,0.527,1.41,59.375,0.528,81.269,92.549,93.783,13.06,3.285,100.0,1.622,7.987,10.749,11.072,5.093,0.151,7.5,0.96
emergency_burst,static,14,180,113,62.778,0.6317,0.2998,86.186,93.045,93.381,0.612,1.383,69.0,0.656,87.044,97.698,98.406,12.9,3.599,100.0,1.686,7.859,10.314,11.122,4.783,0.154,7.692,0.999
emergency_burst,static,15,180,125,69.444,0.6517,0.2953,84.219,89.568,89.895,0.615,1.416,67.391,0.589,94.728,107.716,108.032,11.386,4.021,100.0,1.803,9.278,11.518,11.762,5.131,0.17,40.476,1.069
emergency_burst,static,16,180,180,100.0,0.6532,0.296,89.955,96.305,96.642,0.486,1.4,100.0,0.719,88.265,101.083,103.069,12.94,3.615,100.0,1.743,12.705,15.854,16.756,4.675,0.295,100.0,1.335
emergency_burst,static,17,180,167,92.778,0.7158,0.2484,88.758,95.231,95.417,0.512,1.395,90.361,0.695,127.439,146.312,147.012,6.503,5.706,100.0,2.306,11.909,13.343,15.267,4.555,0.277,88.636,1.271
emergency_burst,static,18,180,169,93.889,0.7009,0.2572,92.159,98.134,98.305,0.543,1.42,100.0,0.751,114.793,130.214,130.94,7.45,5.088,100.0,2.094,11.266,13.83,14.77,4.349,0.278,73.81,1.224
emergency_burst,static,19,180,141,78.333,0.6376,0.277,88.653,93.809,94.114,0.495,1.426,86.869,0.67,98.064,113.725,115.325,9.974,4.121,100.0,1.892,8.813,10.866,11.989,5.293,0.182,23.529,1.063
emergency_burst,static,20,180,168,93.333,0.6911,0.2516,90.031,96.162,96.343,0.44,1.403,100.0,0.724,117.419,134.145,134.842,6.794,5.196,100.0,2.144,11.088,14.291,14.515,4.456,0.26,70.0,1.217
emergency_burst,static,21,180,117,65.0,0.6766,0.2502,81.187,86.677,86.856,0.496,1.412,64.13,0.53,119.22,136.48,136.924,6.789,5.3,100.0,2.167,7.182,9.273,10.128,5.717,0.139,3.226,0.894
emergency_burst,static,22,180,107,59.444,0.6191,0.3009,79.897,85.672,85.761,0.481,1.409,63.636,0.51,91.958,103.752,104.683,11.401,3.864,100.0,1.755,8.069,10.105,11.662,4.833,0.165,6.818,1.026
emergency_burst,static,23,180,179,99.444,0.6825,0.2351,90.837,96.694,96.848,0.496,1.415,100.0,0.725,143.044,161.648,162.823,6.592,6.608,100.0,2.503,12.195,14.248,15.699,4.402,0.296,97.674,1.291
emergency_burst,static,24,180,119,66.111,0.6625,0.2725,83.221,88.885,89.01,0.543,1.409,67.416,0.572,107.935,120.58,121.468,8.754,4.779,100.0,1.969,8.582,10.218,10.511,5.459,0.175,15.789,1.054
emergency_burst,static,25,180,159,88.333,0.6435,0.2816,92.246,97.471,97.69,0.565,1.433,100.0,0.74,94.074,108.181,108.746,10.077,3.957,100.0,1.812,10.01,12.756,13.088,4.324,0.218,48.78,1.146
emergency_burst,static,26,180,166,92.222,0.6699,0.2621,92.531,99.084,99.584,0.508,1.401,100.0,0.776,108.044,123.537,124.144,8.742,4.711,100.0,2.006,10.559,13.329,14.042,5.013,0.238,58.824,1.172
emergency_burst,static,27,180,161,89.444,0.679,0.2354,91.046,98.048,98.132,0.558,1.405,100.0,0.749,141.703,161.406,162.672,6.576,6.496,100.0,2.498,10.372,12.908,13.125,4.1,0.216,54.762,1.175
emergency_burst,static,28,180,167,92.778,0.6535,0.286,89.647,96.161,96.386,0.514,1.4,100.0,0.713,97.498,110.776,111.561,11.293,4.155,100.0,1.849,11.273,14.56,14.802,4.43,0.273,70.455,1.225
emergency_burst,static,29,180,134,74.444,0.7045,0.245,87.077,93.428,93.611,0.5,1.395,80.682,0.66,120.525,140.973,141.644,5.972,5.305,100.0,2.231,8.563,10.704,11.634,5.057,0.191,17.143,1.067
emergency_burst,static,30,180,170,94.444,0.7131,0.2445,88.891,95.531,95.63,0.477,1.399,97.619,0.701,122.286,138.23,138.501,5.89,5.498,100.0,2.189,11.315,13.694,15.168,4.745,0.274,80.0,1.243
emergency_burst,dynamic,1,180,180,100.0,0.8107,0.2542,177.481,186.137,186.645,1.802,3.579,100.0,1.416,86.928,96.804,97.636,14.818,3.119,100.0,1.712,17.36,22.653,24.258,4.785,0.446,100.0,1.714
emergency_burst,dynamic,2,180,180,100.0,0.7946,0.2922,131.524,139.268,139.406,1.523,2.258,100.0,1.167,70.353,78.237,78.787,17.779,2.33,100.0,1.471,14.005,18.221,19.61,5.375,0.332,100.0,1.461
emergency_burst,dynamic,3,180,180,100.0,0.8007,0.2663,164.88,174.538,174.854,1.893,3.219,100.0,1.354,75.183,91.754,92.926,12.073,2.529,100.0,1.649,17.144,21.406,22.484,8.429,0.431,100.0,1.641
emergency_burst,dynamic,4,180,180,100.0,0.7993,0.2866,142.814,150.795,151.144,1.637,2.583,100.0,1.228,70.015,79.668,79.956,18.816,2.332,100.0,1.483,14.14,18.755,19.391,5.166,0.327,100.0,1.492
emergency_burst,dynamic,5,180,180,100.0,0.7956,0.2958,135.173,144.121,144.319,1.759,2.369,100.0,1.193,63.714,77.641,77.756,13.762,2.012,100.0,1.448,13.481,16.788,17.973,7.67,0.297,100.0,1.443
emergency_burst,dynamic,6,180,180,100.0,0.7717,0.3005,115.73,121.313,121.529,1.213,1.794,100.0,1.072,70.607,79.897,81.066,17.443,2.346,100.0,1.491,14.587,18.696,19.31,5.312,0.348,100.0,1.506
emergency_burst,dynamic,7,180,180,100.0,0.8082,0.2622,164.005,175.863,176.24,1.698,3.182,100.0,1.361,82.651,92.935,94.326,16.026,2.896,100.0,1.663,16.238,21.653,22.038,5.979,0.382,100.0,1.65
emergency_burst,dynamic,8,180,180,100.0,0.8278,0.2354,209.093,222.835,223.074,2.141,4.453,100.0,1.608,102.533,114.514,114.775,11.864,3.793,100.0,1.933,20.493,28.18,30.176,4.049,0.535,100.0,1.938
emergency_burst,dynamic,9,180,180,100.0,0.7421,0.3229,97.253,102.954,103.05,0.956,1.295,100.0,0.908,66.585,74.413,75.691,16.931,2.131,100.0,1.424,14.354,18.742,19.045,5.609,0.32,100.0,1.537
emergency_burst,dynamic,10,180,180,100.0,0.8081,0.2494,176.992,187.412,187.546,1.675,3.557,100.0,1.421,85.399,94.913,96.424,15.336,3.028,100.0,1.702,17.783,22.676,24.274,5.471,0.444,100.0,1.71
emergency_burst,dynamic,11,180,180,100.0,0.7952,0.2913,144.904,154.024,154.194,1.864,2.648,100.0,1.245,72.112,81.301,81.552,17.175,2.393,100.0,1.492,14.37,20.126,21.213,5.877,0.333,100.0,1.487
emergency_burst,dynamic,12,180,180,100.0,0.8106,0.2761,159.455,169.482,169.739,1.969,3.051,100.0,1.326,81.327,91.047,91.287,16.3,2.817,100.0,1.624,16.45,21.606,22.207,6.601,0.385,100.0,1.616
emergency_burst,dynamic,13,180,171,95.0,0.7662,0.3441,97.153,103.953,104.256,1.445,1.308,100.0,0.93,60.057,67.415,67.68,19.78,1.871,76.667,1.331,12.353,16.227,16.59,5.765,0.272,95.833,1.338
emergency_burst,dynamic,14,180,178,98.889,0.7737,0.3259,102.34,109.88,110.204,1.367,1.43,100.0,1.013,65.801,73.246,73.858,17.213,2.111,93.75,1.401,12.705,16.864,17.766,5.904,0.29,100.0,1.397
emergency_burst,dynamic,15,180,180,100.0,0.7991,0.296,139.882,147.683,148.009,1.787,2.489,100.0,1.212,68.366,77.246,77.784,18.838,2.241,100.0,1.448,13.602,17.274,18.857,5.573,0.296,100.0,1.435
emergency_burst,dynamic,16,180,180,100.0,0.7807,0.294,123.716,132.396,132.678,1.284,2.031,100.0,1.131,71.048,77.394,80.622,18.8,2.337,100.0,1.505,15.055,19.482,20.35,5.134,0.339,100.0,1.585
emergency_burst,dynamic,17,180,180,100.0,0.8216,0.2384,191.597,205.0,205.227,1.828,3.947,100.0,1.513,83.956,103.644,105.033,9.23,2.868,100.0,1.82,18.667,24.699,26.14,7.288,0.462,100.0,1.799
emergency_burst,dynamic,18,180,180,100.0,0.8019,0.2492,177.026,187.962,188.134,1.567,3.552,100.0,1.423,85.123,95.769,96.191,16.002,2.995,100.0,1.687,16.956,21.746,22.973,4.622,0.424,100.0,1.673
emergency_burst,dynamic,19,180,180,100.0,0.7973,0.2696,152.571,160.902,161.176,1.484,2.851,100.0,1.281,71.126,79.744,81.667,18.53,2.338,100.0,1.501,14.183,17.711,19.131,6.105,0.323,100.0,1.52
emergency_burst,dynamic,20,180,180,100.0,0.8051,0.2514,171.799,183.261,183.457,1.576,3.402,100.0,1.401,86.724,96.894,97.225,15.839,3.064,100.0,1.71,17.627,22.484,24.278,4.592,0.434,100.0,1.726
emergency_burst,dynamic,21,180,180,100.0,0.8001,0.273,155.714,165.992,166.155,1.834,2.936,100.0,1.307,73.893,88.736,90.196,12.598,2.466,100.0,1.609,16.19,22.271,23.79,9.608,0.405,100.0,1.614
emergency_burst,dynamic,22,180,178,98.889,0.7912,0.3147,125.692,133.943,134.036,1.792,2.09,100.0,1.138,64.971,73.189,73.942,20.528,2.073,93.103,1.394,12.848,17.477,18.836,5.187,0.299,100.0,1.401
emergency_burst,dynamic,23,180,180,100.0,0.8292,0.2241,213.673,227.157,227.414,1.817,4.583,100.0,1.63,102.604,113.969,114.626,12.55,3.81,100.0,1.938,20.475,25.693,28.596,4.003,0.529,100.0,1.935
emergency_burst,dynamic,24,180,180,100.0,0.8002,0.2796,154.711,163.924,164.085,1.816,2.909,100.0,1.297,75.169,84.142,84.888,17.088,2.568,100.0,1.537,14.743,20.328,21.703,5.757,0.359,100.0,1.524
emergency_burst,dynamic,25,180,180,100.0,0.7757,0.2932,124.235,130.348,130.561,1.322,2.044,100.0,1.12,72.436,81.536,82.728,15.249,2.432,100.0,1.51,14.871,19.166,19.547,4.971,0.343,100.0,1.563
emergency_burst,dynamic,26,180,180,100.0,0.7908,0.2523,162.691,173.251,173.628,1.369,3.143,100.0,1.347,81.251,91.46,92.112,17.156,2.822,100.0,1.633,15.843,19.955,20.943,5.365,0.379,100.0,1.617
emergency_burst,dynamic,27,180,180,100.0,0.82,0.2247,208.315,223.488,223.588,1.76,4.434,100.0,1.611,91.82,111.267,112.741,9.522,3.224,100.0,1.904,20.535,26.321,28.526,5.605,0.533,100.0,1.917
emergency_burst,dynamic,28,180,180,100.0,0.7918,0.2774,144.039,153.496,153.718,1.47,2.609,100.0,1.242,74.303,83.146,83.825,17.732,2.502,100.0,1.539,15.035,19.609,20.028,4.923,0.364,100.0,1.555
emergency_burst,dynamic,29,180,180,100.0,0.8069,0.2533,170.36,182.816,183.028,1.735,3.348,100.0,1.396,80.292,97.705,98.519,11.005,2.754,100.0,1.718,17.282,21.74,24.058,7.248,0.42,100.0,1.713
emergency_burst,dynamic,30,180,180,100.0,0.8103,0.2453,182.703,194.86,194.968,1.687,3.706,100.0,1.46,88.354,99.154,99.781,13.33,3.156,100.0,1.734,17.567,24.39,25.709,4.85,0.437,100.0,1.743
